1,1
2,2
3,3
4,4
5,5
2,6
6,7
7,8
2,9
8,10
9,11
5,12
5,13
4,14
3,15
2,16
4,17
10,18
9,19
11,20
12,21
6,22
13,23
14,24
2,25
15,26
16,27
2,28
17,29
3,30
2,31
18,32
19,33
6,34
4,35
7,36
8,37
20,38
21,39
17,40
22,41
5,42
4,43
3,44
23,45
19,46
3,47
2,48
19,49
16,50
19,51
19,52
14,53
15,54
3,55
17,56
6,57
24,58
19,59
14,60
25,61
26,62
27,63
16,64
28,65
4,66
26,67
16,68
29,69
30,70
31,71
32,72
33,73
34,74
16,75
35,76
36,77
7,78
29,79
5,80
37,81
38,82
6,83
2,84
31,85
5,86
19,87
19,88
39,89
2,90
17,91
40,92
38,93
6,94
41,95
17,96
6,97
31,98
15,99
42,100
35,101
16,102
31,103
43,104
6,105
39,106
44,107
14,108
16,109
16,110
6,111
16,112
14,113
17,114
45,115
46,116
7,117
47,118
23,119
25,120
3,121
27,122
17,123
48,124
49,125
50,126
51,127
46,128
19,129
52,130
2,131
53,132
16,133
16,134
16,135
26,136
54,137
55,138
56,139
57,140
29,141
58,142
59,143
4,144
15,145
60,146
61,147
62,148
63,149
16,150
33,151
35,152
14,153
20,154
64,155
57,156
57,157
16,158
62,159
65,160
16,161
27,162
16,163
16,164
47,165
66,166
54,167
19,168
67,169
68,170
69,171
70,172
35,173
16,174
71,175
47,176
51,177
2,178
72,179
73,180
17,181
74,182
23,183
69,184
19,185
51,186
57,187
3,188
75,189
47,190
76,191
17,192
17,153
2,193
77,194
78,195
62,196
26,197
31,198
8,199
79,200
14,201
19,202
80,203
3,204
5,205
81,206
62,207
56,208
6,209
2,210
16,211
69,212
59,213
82,214
16,215
79,216
57,217
83,218
84,219
85,220
57,221
83,222
30,223
3,224
74,225
39,226
41,227
23,228
39,229
83,230
24,231
58,232
29,233
40,234
3,235
86,236
87,237
88,238
82,239
10,240
89,241
90,242
15,243
91,244
92,245
51,246
63,247
93,248
51,249
94,250
63,251
30,252
95,253
42,254
2,255
26,256
17,257
51,258
10,259
47,260
17,261
46,262
81,263
5,264
57,265
82,266
15,267
51,268
96,269
97,270
98,271
41,272
51,273
46,274
99,275
16,276
99,277
100,278
63,279
40,280
101,281
82,282
102,283
16,284
103,285
40,286
104,287
46,288
99,289
63,290
19,291
66,292
105,293
23,294
2,295
99,296
106,297
99,298
51,299
28,300
81,301
15,302
57,303
79,304
6,305
51,306
107,307
108,308
109,309
110,310
16,311
111,312
75,313
31,314
112,315
113,316
114,317
115,318
31,319
75,320
113,321
41,322
116,323
41,324
117,325
30,326
118,327
40,328
38,329
88,330
6,331
119,332
2,333
19,334
2,335
120,336
99,337
79,338
86,339
51,340
121,341
122,342
99,343
58,344
57,345
40,346
42,347
79,348
123,349
2,350
57,351
2,352
98,353
124,354
40,355
116,356
35,357
125,358
2,359
2,360
32,361
42,362
126,363
79,364
82,365
86,366
71,367
127,368
99,369
128,370
129,371
15,372
41,373
81,374
130,375
131,376
3,377
66,378
132,248
16,379
133,380
15,381
134,382
135,383
99,384
6,385
99,386
116,387
135,388
136,389
6,390
137,391
38,392
82,393
138,394
75,395
99,396
23,397
139,398
23,399
19,400
99,401
38,402
40,403
6,404
140,405
132,406
99,407
141,408
142,409
140,410
75,411
47,412
84,413
143,414
99,415
16,416
144,307
57,417
144,418
123,419
99,420
145,421
146,422
6,423
144,424
118,425
147,426
92,38
99,427
2,428
82,429
99,430
99,431
98,432
25,433
148,434
46,435
98,436
149,437
98,438
16,439
6,440
150,153
19,441
3,442
51,443
149,444
15,445
146,446
140,447
151,448
19,449
132,450
152,451
153,452
46,453
123,454
6,455
2,456
51,457
154,458
40,459
146,460
15,461
42,462
155,463
2,464
99,465
47,466
135,467
156,468
15,469
98,470
17,471
140,472
8,473
98,474
57,475
40,476
47,477
123,478
41,479
98,480
98,481
146,482
157,483
146,484
158,485
21,486
40,487
51,488
123,489
15,490
146,491
17,492
159,493
160,494
25,495
51,496
161,497
120,498
39,499
162,500
123,501
149,502
163,474
29,503
40,504
164,505
99,506
82,507
57,508
123,509
6,510
165,511
68,512
51,513
42,514
166,515
98,516
99,517
167,518
82,519
147,520
15,278
2,521
38,522
38,523
2,524
168,525
169,526
75,527
146,528
120,529
139,530
120,531
99,532
146,494
170,533
120,534
91,535
30,536
40,537
40,538
99,539
171,540
75,541
172,542
98,543
57,544
164,545
75,546
173,547
38,548
16,549
167,550
164,551
98,552
174,553
51,554
175,555
99,556
17,557
146,558
